longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;<1H OCEAN;INLAND;NEAR BAY;NEAR OCEAN;component_1;component_2;component_3;clusters_3_1;clusters_3_2;clusters_10_1;clusters_10_2;clusters_10_3;clusters_10_4;clusters_10_5;clusters_10_6;clusters_10_7;clusters_10_8;clusters_10_9;median_house_value
0.19841269841269835;0.24538258575197888;-1.3888888888888888;-1.2549777117384844;-1.2514450867052023;-1.26528384279476;-1.2646153846153847;-0.5163240332843857;0.0;1.0;0.0;0.0;-2.9514212256483057;-0.12105511319715552;0.03444012092231777;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;452600.0
0.23015873015873128;-0.06860158311345596;-0.7222222222222222;0.5518573551263002;0.25722543352601157;0.38318777292576417;0.19076923076923077;0.7150024473813019;0.0;1.0;0.0;0.0;0.22330717559570126;0.5022945849624775;0.48353415535042454;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;358500.0
0.11111111111111154;-0.06068601583113563;0.16666666666666666;0.987518573551263;1.0144508670520231;0.0;1.166153846153846;0.11387665198237885;1.0;0.0;0.0;0.0;1.0156643147434259;0.5846966953482652;-0.37537726814686045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;352100.0
-1.1084656084656075;1.0976253298153027;-0.5;0.4787518573551263;0.21098265895953758;0.5960698689956332;0.2676923076923077;0.21789035731767004;1.0;0.0;0.0;0.0;0.21749156753837762;-0.31343592294558276;0.643651907903626;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;341300.0
0.44444444444444614;-0.37203166226913037;-0.6666666666666666;2.1904903417533435;1.4046242774566473;1.5993449781659388;1.323076923076923;0.7941997063142434;1.0;0.0;0.0;0.0;2.805033260312641;1.3379807469952347;0.1048337477784996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;342200.0
-0.7539682539682523;1.2770448548812658;-0.05555555555555555;4.708172362555721;4.106936416184971;6.274017467248909;4.323076923076923;-0.6537200195790503;0.0;1.0;0.0;0.0;8.961886165378077;-1.8169721250167352;-0.6171930151416319;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;269700.0
-0.6640211640211614;0.889182058047493;-1.3333333333333333;0.5839524517087668;0.3179190751445087;0.6495633187772926;0.3261538461538461;0.5581253059226627;0.0;1.0;0.0;0.0;0.4816213552295297;-0.4281997651792687;1.1448521988321538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;299200.0
0.3835978835978842;-0.4221635883905018;0.0;-0.19108469539375927;0.04046242774566474;0.5294759825327511;-0.052307692307692305;-0.592143906020558;0.0;0.0;0.0;1.0;-0.435635571744512;0.31906134336656905;-1.1306032611323358;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;241400.0
-0.6428571428571407;0.8839050131926127;0.5555555555555556;0.14650817236255573;0.49710982658959535;0.962882096069869;0.5907692307692308;-0.8440773372491434;0.0;1.0;0.0;0.0;0.3682842915542592;-1.361041221281453;-0.6497961618206572;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;226700.0
-0.9523809523809506;0.9102902374670175;0.7777777777777778;0.08945022288261516;-0.13005780346820808;-0.2554585152838428;-0.13846153846153847;0.18729809104258438;0.0;0.0;1.0;0.0;-0.9022919486776668;-0.7298622348380468;0.4682368787417066;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;261100.0
